placeID,latitude,longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services,Rcuisine,hours,days,parking_lot,Rpayment,userID,rating,food_rating,service_rating
135051,22.151189000000002,-100.977058,0101000020957F0000D6537C4C224858C1DED7F6EB58A34B41,Restaurante Versalles,Francisco I. Madero 145 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,section,informal,no_accessibility,low,?,familiar,f,closed,none,Fast_Food,09:00-16:00,Mon;Tue;Wed;Thu;Fri,none,VISA,U1083,2,2,1
135021,18.933537,-99.222497,0101000020957F00005645259D836D5AC11EF994E27F514A41,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,?,62290,No_Alcohol_Served,not permitted,informal,no_accessibility,low,?,familiar,t,closed,none,Pizzeria,00:00-00:00,Sat,none,MasterCard-Eurocard,U1108,2,2,2
135052,22.150980999999998,-100.977412,0101000020957F0000B72147F1274858C189A406ED75A34B41,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,?,78000,Full_Bar,none,informal,no_accessibility,high,lacantinaslp.com,familiar,f,closed,none,Bar,00:00-00:00,Sun,none,American_Express,U1108,1,2,1
132845,22.1262926,-100.90077640000001,0101000020957F0000B230F8670C4E58C1D590A2700F8F4B41,Cenaduria El RincÃ³n de Tlaquepaque,av. seminario,san luis potosi,san luis potosi,mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar_Pub_Brewery,08:00-23:00,Mon;Tue;Wed;Thu;Fri,none,cash,U1108,2,2,1
135011,18.910610000000002,-99.169539,0101000020957F0000A68C31737C725AC1A6E234AE90424A41,Los Vikingos,36 Sur Civac,Jiutepec,Morelos,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,t,closed,none,Seafood,08:00-23:00,Sat,yes,American_Express,U1108,1,1,1
132858,22.1312917,-100.9371941,0101000020957F0000608CF6D8474C58C1DBF7C50028994B41,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Bar,08:00-23:00,Sun,yes,cash,U1108,1,2,1
135026,22.148665,-101.001273,0101000020957F0000C75F8790D94758C1FF8BCA0567AA4B41,la Cantina,Capitan Caldera No. 420 Tequisqueapan,San Luis Potosi,SLP,Mexico,?,78250,Full_Bar,none,informal,no_accessibility,high,lacantinaslp.com,familiar,f,closed,none,Fast_Food,00:00-00:00,Mon;Tue;Wed;Thu;Fri,none,VISA,U1108,2,1,2
132884,22.139577600000003,-101.0278863,0101000020957F00001FAA108A804858C1712EE37088B24B41,dairy queen,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Chinese,00:00-00:00,Sat,yes,MasterCard-Eurocard,U1108,1,1,0
135016,18.869347,-99.209944,0101000020957F0000FC8866CF17785AC14CD7055B02514A41,Arrachela Grill,69 Tres De Mayo,Cuernavaca,Morelos,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Fast_Food,00:00-00:00,Sun,yes,cash,U1108,2,2,2
135104,23.752982100000004,-99.16843409999998,0101000020957F00007CDF5EAFC58157C1645743B23E4F4941,vips,?,?,?,?,?,?,Full_Bar,not permitted,informal,completely,medium,?,familiar,t,closed,variety,Pizzeria,11:00-23:00,Mon;Tue;Wed;Thu;Fri,yes,cash,U1108,1,2,1
132630,23.752930499999998,-99.1644725,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,victoria,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Chinese,11:00-23:00,Sat,none,VISA,U1108,1,1,1
135047,22.150921,-100.99382800000001,0101000020957F00009C7617FBB54758C1260D663225A84B41,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,SLP,Mexico,?,78310,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none,Bar,11:00-23:00,Sun,none,MasterCard-Eurocard,U1012,1,1,2
132951,22.1544736,-100.98580909999998,0101000020957F0000BAC859A0634758C1C3E84FCAA5A54B41,VIPS,NICOLAS ZAPATA 300,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,casual,completely,low,?,familiar,f,closed,none,Cafeteria,10:00-18:00,Mon;Tue;Wed;Thu;Fri,public,American_Express,U1012,2,2,2
132665,23.736797699999997,-99.1342413,0101000020957F00007AED0830FC8457C122F85F7B84464941,TACOS CORRECAMINOS,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Seafood,10:00-18:00,Sat,yes,cash,U1012,2,2,2
135044,22.141848,-100.997475,0101000020957F0000C8B62F9EFF4858C14FA6C296B9A94B41,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,SLP,Mexico,?,78240,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Mexican,10:00-18:00,Sun,none,cash,U1093,2,2,2
135035,22.145813,-101.01803199999999,0101000020957F00004DDB874CD24758C1F29E91E259AF4B41,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,SLP,Mexico,?,78210,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,f,closed,none,Bar,14:00-23:30,Mon;Tue;Wed;Thu;Fri,none,VISA,U1093,2,2,2
135071,22.126375,-100.910926,0101000020957F0000E3A742BFC14D58C1F4E529A7F3914B41,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78396,Full_Bar,section,informal,no_accessibility,medium,?,familiar,f,closed,none,Italian,14:00-23:30,Sat,none,MasterCard-Eurocard,U1093,2,2,2
132834,22.156469,-100.98554,0101000020957F00007768135A174758C155D318CB73A54B41,Gorditas Doa Gloria,sevilla y olmedo 715 a,san luis potosi,san luis potosi,mexico,?,78349,No_Alcohol_Served,not permitted,casual,no_accessibility,low,?,familiar,f,closed,none,Japanese,14:00-23:30,Sun,none,cash,U1093,2,2,1
132846,22.142273199999998,-100.94265370000001,0101000020957F000065D51EE7724A58C1B688A454109A4B41,el lechon potosino ,circuito oriente esq. carretera 57,san luis potosi ,slp,mexico,?,?,No_Alcohol_Served,permitted,casual,no_accessibility,low,?,familiar,f,open,none,Cafeteria,14:00-23:30,Mon;Tue;Wed;Thu;Fri,none,VISA,U1093,2,2,2
135048,22.142017000000003,-100.999246,0101000020957F00008032636EEC4858C16CDF265038AA4B41,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,SLP,Mexico,?,78269,Wine-Beer,none,informal,no_accessibility,high,?,familiar,f,closed,none,Contemporary,14:00-23:30,Sat,none,MasterCard-Eurocard,U1030,2,2,2
132717,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,partially,medium,?,familiar,f,closed,none,Seafood,14:00-23:30,Sun,yes,cash,U1093,2,2,1
132861,22.1480965,-101.0173023,0101000020957F000074BBAF047E4758C1424B73C701AF4B41,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none,Cafe-Coffee_Shop,13:00-22:30,Mon;Tue;Wed;Thu;Fri,none,VISA,U1030,2,2,2
132885,22.1795169,-100.9584358,0101000020957F0000B1DA6F2D504458C112A26CA45B9C4B41,Hamburguesas saul,Av. Saan Luis enttre moctezuma y salinas,San Luis Potosi,San Luis Potosi,mexico,?,78433,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Cafeteria,13:30-22:30,Sat,none,MasterCard-Eurocard,U1012,2,2,2
132740,23.7521965,-99.16663170000001,0101000020957F000027A30471EE8157C1AC17D61EC84E4941,Carreton de Flautas y Migadas,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,permitted,informal,completely,low,?,familiar,f,open,none,Bar,13:30-22:30,Sun,public,American_Express,U1012,2,2,2
132830,22.1508494,-100.9397522,0101000020957F0000F2E21C48374958C1C6826887BA984B41,Rincon Huasteco,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Bar_Pub_Brewery,14:00-20:00,Mon;Tue;Wed;Thu;Fri,yes,cash,U1030,1,0,1
132773,18.869992899999996,-99.2103195,0101000020957F0000B1F935F9FA775AC1D06DFD1017514A41,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,Morelos,?,?,?,Wine-Beer,permitted,informal,no_accessibility,low,?,familiar,f,open,none,Mexican,14:00-20:00,Sat,none,VISA,U1093,2,2,2
132706,23.7292162,-99.1323571,0101000020957F00000F14BF6B2C8657C1963CCB8E5C464941,Gorditas Dona Tota,Zaragoza entre Francisco Zarco y Lopez Velarde,Cd. Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,?,familiar,t,closed,none,Mexican,14:00-20:00,Sun,yes,MasterCard-Eurocard,U1030,0,0,0
132872,22.173595499999998,-100.9946027,0101000020957F0000942C3434384458C1C2D3499804A74B41,Pizzeria Julios,?,s.l.p,mexico,?,?,?,No_Alcohol_Served,not permitted,informal,partially,medium,?,familiar,f,closed,none,Bar,06:00-18:00,Mon;Tue;Wed;Thu;Fri,none,American_Express,U1093,1,1,0
134987,18.932725,-99.225211,0101000020957F0000FE987FAF936D5AC1E1D486215E524A41,Chilis Cuernavaca,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,Cuernavaca,Morelos,Mexico,?,62290,Wine-Beer,none,informal,no_accessibility,medium,chilis.com.mx,familiar,f,closed,none,Bar_Pub_Brewery,00:00-00:00,Sat,none,cash,U1030,0,0,0
132572,22.141647100000004,-100.9927118,0101000020957F00005D19BF45294958C18FF7F8E260A84B41,Cafe Chaires,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,familiar,f,closed,none,Mexican,00:00-23:30,Sun,none,cash,U1030,0,0,0
132958,22.1449787,-101.0056829,0101000020957F000049095EB34A4858C15CB4BD1EE1AB4B41,tacos los volcanes,avenida hivno nacional,san luis potosi,san luis potos,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,quiet,t,closed,none,Mexican,12:00-23:30,Mon;Tue;Wed;Thu;Fri,none,cash,U1030,0,0,0
132733,23.752707100000002,-99.1625655,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none,Fast_Food,12:00-23:30,Sat,none,VISA,U1030,0,0,0
132922,22.1511348,-100.9823115,0101000020957F000060A98A38FF4758C146718E41D9A44B41,cafe punta del cielo,?,?,?,?,?,?,No_Alcohol_Served,permitted,formal,completely,medium,?,familiar,f,closed,none,Bar,12:00-23:30,Sun,none,MasterCard-Eurocard,U1066,1,2,2
132715,23.732422600000003,-99.15866020000001,0101000020957F00004609B96F198557C11973490A874D4941,tacos de la estacion,?,?,?,?,?,?,No_Alcohol_Served,none,informal,no_accessibility,low,?,quiet,f,open,none,Mexican,00:00-23:30,Mon;Tue;Wed;Thu;Fri,none,cash,U1066,1,1,1
135027,22.147145000000002,-100.97449399999999,0101000020957F000087BEDDE8D24858C1B20CDB33DBA24B41,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar,00:00-23:30,Sat,none,VISA,U1127,2,2,2
132767,18.8820871,-99.1630268,0101000020957F00001672C2C435775AC1F69BF2EF0D424A41,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,Morelos,?,?,?,Wine-Beer,permitted,casual,partially,medium,?,familiar,f,open,variety,Mexican,00:00-23:30,Sun,none,MasterCard-Eurocard,U1127,2,1,1
135039,22.145893,-100.97487,0101000020957F000040D5CE4E014958C177DC62AE09A34B41,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,SLP,Mexico,?,79300,No_Alcohol_Served,section,informal,no_accessibility,low,?,familiar,f,closed,none,Contemporary,07:00-23:30,Mon;Tue;Wed;Thu;Fri,yes,cash,U1127,2,0,2
134996,18.923429000000002,-99.216413,0101000020957F0000340233E7476F5AC132844E2A2C504A41,Sanborns Casa Piedra,Lomas del Mirador,Cuernavaca,Morelos,Mexico,?,?,Wine-Beer,only at bar,informal,no_accessibility,medium,?,familiar,t,closed,Internet,Bar,07:00-23:30,Sat,none,VISA,U1127,2,2,2
132755,22.153323999999998,-101.0195459,0101000020957F000026CADE45A14658C1F011EBCA55AF4B41,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,S.L.P.,Mexico,?,?,No_Alcohol_Served,none,informal,partially,medium,?,familiar,f,closed,variety,Bar_Pub_Brewery,07:00-23:30,Sun,yes,MasterCard-Eurocard,U1017,1,1,1
135043,22.185756,-100.944518,0101000020957F00006B9D7207BE4358C12419118D05984B41,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,SLP,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Mexican,09:30-23:30,Mon;Tue;Wed;Thu;Fri,none,cash,U1066,2,1,0
132654,23.735523399999998,-99.1295877,0101000020957F000040E8F628488557C18224E8B948454941,Carnitas Mata  Calle 16 de Septiembre,16 de Septiembre,victoria ,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Mexican,09:30-23:30,Sat,none,VISA,U1017,2,1,1
135049,22.135011,-101.0286,0101000020957F00005DAD35642E4958C11BBCDE4A02B34B41,Restaurante de Mariscos la Langosta,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,SLP,Mexico,?,78214,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar,00:00-00:00,Sun,yes,MasterCard-Eurocard,U1017,0,0,1
135073,22.147175,-100.97426899999999,0101000020957F0000D010A853D34858C116A1EA51CAA24B41,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none,Bar_Pub_Brewery,13:00-23:00,Mon;Tue;Wed;Thu;Fri,none,American_Express,U1066,1,2,1
132560,23.752304100000003,-99.16691329999999,0101000020957F0000FC60BDA8E88157C1B2C357D6DA4E4941,puesto de gorditas,frente al tecnologico,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,permitted,informal,no_accessibility,low,?,familiar,f,open,none,Chinese,13:00-23:30,Sat,yes,cash,U1100,2,1,0
134976,18.916654,-99.22711,0101000020957F00002838E29F19705AC1BC368BDAC7534A41,Log Yin,?,?,?,?,?,?,No_Alcohol_Served,none,informal,no_accessibility,low,?,familiar,f,closed,none,Mexican,13:00-22:00,Sun,none,VISA,U1100,2,1,1
135075,22.139573000000002,-100.991564,0101000020957F0000332AE8AF824958C15A4195A82CA84B41,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,?,78269,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Japanese,13:00-23:30,Mon;Tue;Wed;Thu;Fri,none,MasterCard-Eurocard,U1066,1,2,2
132660,23.752942800000003,-99.1646791,0101000020957F00003D7905C9DC8157C13FCD1AB7334E4941,carnitas mata calle Emilio Portes Gil,Emilio Portes Gil,victoria,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Bar,13:00-23:30,Sat,yes,cash,U1100,2,1,1
132921,22.150305,-100.98913370000001,0101000020957F00006376BB64EF4758C1013687E5D7A64B41,crudalia,?,?,?,?,?,?,Wine-Beer,section,casual,completely,low,?,quiet,f,open,none,Cafe-Coffee_Shop,13:00-20:00,Sun,none,cash,U1100,2,2,2
132594,23.7521677,-99.16570899999999,0101000020957F00003AE4C6DBF48157C1CE38ECC1864E4941,tacos de barbacoa enfrente del Tec,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,familiar,f,open,none,Cafeteria,07:00-23:00,Mon;Tue;Wed;Thu;Fri,yes,cash,U1100,2,2,2
134986,18.928798,-99.239513,0101000020957F00002A0D05E2D96D5AC1AB058CB1EC564A41,Restaurant Las Mananitas,Ricardo Linares 107,Cuernavaca,Morelos,Mexico,?,?,Wine-Beer,none,formal,no_accessibility,high,lasmananitas.com.mx,familiar,f,closed,none,Bar,07:00-23:00,Sat,none,VISA,U1100,2,2,1
135062,22.153703,-100.979033,0101000020957F0000D177B9CFB14758C162A211E1C2A34B41,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar_Pub_Brewery,07:00-23:00,Sun,none,MasterCard-Eurocard,U1133,1,1,1
132766,18.9101777,-99.2315438,0101000020957F000043A319BA06715AC19443369877554A41,Mikasa,Himno nacional esq. Blvd. Juarez,Cuernavaca,Morelos,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Mexican,09:00-23:30,Mon;Tue;Wed;Thu;Fri,none,American_Express,U1133,2,2,2
135088,18.876011300000002,-99.2198896,0101000020957F0000E14AD4DBC7765AC1F7B33C85B1534A41,Cafeteria cenidet,Interior Internado Palmira SN,Cuernavaca,Morelos,Mexico,?,?,No_Alcohol_Served,not permitted,informal,no_accessibility,low,www.cenidet.edu.mx,quiet,f,closed,none,Mediterranean,09:00-23:30,Sat,yes,cash,U1133,1,1,0
135058,22.165587,-101.001273,0101000020957F0000EB71019D424558C15CC5404365A94B41,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,SLP,Mexico,?,64000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,t,closed,none,International,09:00-23:30,Sun,yes,cash,U1133,0,0,0
132754,22.1477379,-100.9906163,0101000020957F00002493B678494858C1AD55D2316BA74B41,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,S.L.P.,Mexico,?,?,No_Alcohol_Served,none,informal,partially,medium,?,familiar,f,closed,none,Mexican,12:00-23:30,Mon;Tue;Wed;Thu;Fri,yes,cash,U1133,2,2,2
132584,23.752364800000002,-99.16528790000001,0101000020957F000048C65BA7EF8157C177F2344D664E4941,Gorditas Dona Tota,?,?,?,?,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,t,closed,none,Italian,12:00-23:30,Sat,yes,VISA,U1133,2,2,2
135032,22.152480999999998,-100.973486,0101000020957F000017D69FF5084858C1A8F2188740A24B41,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar,00:00-00:00,Sun,valet parking,MasterCard-Eurocard,U1133,1,1,1
135028,22.146658,-100.987219,0101000020957F0000B4F00BDD8B4858C10AC3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar_Pub_Brewery,12:00-23:00,Mon;Tue;Wed;Thu;Fri,none,cash,U1133,1,2,1
135085,22.150802,-100.98268,0101000020957F00009F823DA6094858C18A2D4D37F9A44B41,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,?,familiar,f,closed,none,Bar,12:00-23:00,Sat,yes,VISA,U1133,1,2,0
132663,23.7525107,-99.1669536,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,?,victoria,tamaulipas,mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Bar_Pub_Brewery,12:00-23:00,Sun,yes,MasterCard-Eurocard,U1118,0,0,0
132626,23.7375834,-99.1351318,0101000020957F0000AA7883ADD88457C1FA651328BA464941,la perica hamburguesa,?,victoria,tamaulipas,?,?,?,No_Alcohol_Served,none,informal,completely,medium,?,familiar,t,closed,none,Italian,07:00-23:00,Sat,yes,American_Express,U1072,1,2,2
132583,18.922290399999998,-99.234332,0101000020957F0000FBE7171F056F5AC1E8A6C0A5AF554A41,McDonalds Centro,Rayon sn col. Centro,Cuernavaca,Morelos,Mexico,?,62000,No_Alcohol_Served,not permitted,informal,partially,low,no,familiar,t,closed,none,Seafood,07:00-23:00,Mon;Tue;Wed;Thu;Fri,yes,cash,U1072,2,1,2
132866,22.141219800000002,-100.93131070000001,0101000020957F000013871838EC4A58C1B5DF74F8E3964B41,Chaires,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,medium,?,familiar,f,closed,none,Mexican,07:00-23:00,Sun,none,cash,U1072,0,1,0
135072,22.149192000000003,-101.002936,0101000020957F0000E7B79B1DB94758C1D29BC363D8AA4B41,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,?,78220,No_Alcohol_Served,none,informal,no_accessibility,medium,sushi-itto.com.mx,familiar,f,closed,none,Mediterranean,14:00-23:30,Mon;Tue;Wed;Thu;Fri,none,VISA,U1026,1,1,1
135109,18.9217848,-99.2353499,0101000020957F0000A6BF695F136F5AC1DADF87B205564A41,Paniroles,?,?,?,?,?,?,Wine-Beer,not permitted,informal,no_accessibility,medium,?,quiet,f,closed,Internet,Burgers,14:00-23:30,Sat,none,MasterCard-Eurocard,U1026,0,2,0
135019,18.875010999999997,-99.15942199999999,0101000020957F0000B49B2E5C6E785AC12F9D584352414A41,Restaurant Bar Coty y Pablo,Paseo de Las Fuentes 24 Pedregal de Las Fuentes,Jiutepec,Morelos,Mexico,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Mexican,14:00-18:00,Sun,none,American_Express,U1026,0,0,0
132877,22.135363899999998,-100.93494770000001,0101000020957F000090735015B84B58C1AF0DC04146984B41,sirloin stockade,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none,Cafe-Coffee_Shop,07:00-22:30,Mon;Tue;Wed;Thu;Fri,yes,cash,U1026,2,2,2
