placeID,userID,rating,alcohol,drink_level
135085,U1077,2,No_Alcohol_Served,social drinker
135038,U1077,2,No_Alcohol_Served,social drinker
132825,U1077,2,No_Alcohol_Served,social drinker
135060,U1077,1,No_Alcohol_Served,social drinker
135104,U1068,1,Full_Bar,casual drinker
132740,U1068,0,No_Alcohol_Served,casual drinker
132663,U1068,1,No_Alcohol_Served,casual drinker
132732,U1068,0,No_Alcohol_Served,casual drinker
132630,U1068,1,No_Alcohol_Served,casual drinker
132584,U1067,2,No_Alcohol_Served,abstemious
132733,U1067,1,No_Alcohol_Served,abstemious
132732,U1067,1,No_Alcohol_Served,abstemious
132630,U1067,1,No_Alcohol_Served,abstemious
135104,U1067,0,Full_Bar,abstemious
132560,U1067,1,No_Alcohol_Served,abstemious
132584,U1103,1,No_Alcohol_Served,abstemious
132732,U1103,0,No_Alcohol_Served,abstemious
132630,U1103,1,No_Alcohol_Served,abstemious
132613,U1103,2,No_Alcohol_Served,abstemious
132667,U1103,1,No_Alcohol_Served,abstemious
135104,U1103,1,Full_Bar,abstemious
132663,U1103,1,No_Alcohol_Served,abstemious
132733,U1103,2,No_Alcohol_Served,abstemious
132660,U1107,2,No_Alcohol_Served,abstemious
132584,U1107,2,No_Alcohol_Served,abstemious
132733,U1107,2,No_Alcohol_Served,abstemious
135088,U1044,2,No_Alcohol_Served,social drinker
132583,U1044,1,No_Alcohol_Served,social drinker
132608,U1070,2,No_Alcohol_Served,casual drinker
132609,U1070,1,No_Alcohol_Served,casual drinker
132613,U1070,1,No_Alcohol_Served,casual drinker
132663,U1031,0,No_Alcohol_Served,abstemious
132665,U1031,0,No_Alcohol_Served,abstemious
132668,U1031,0,No_Alcohol_Served,abstemious
132630,U1082,1,No_Alcohol_Served,abstemious
132715,U1023,0,No_Alcohol_Served,casual drinker
132717,U1023,0,No_Alcohol_Served,casual drinker
132613,U1082,0,No_Alcohol_Served,abstemious
132594,U1082,0,No_Alcohol_Served,abstemious
132608,U1082,0,No_Alcohol_Served,abstemious
132609,U1082,0,No_Alcohol_Served,abstemious
132663,U1082,0,No_Alcohol_Served,abstemious
132560,U1082,0,No_Alcohol_Served,abstemious
132564,U1060,2,No_Alcohol_Served,casual drinker
132717,U1060,2,No_Alcohol_Served,casual drinker
132733,U1060,2,No_Alcohol_Served,casual drinker
132740,U1060,1,No_Alcohol_Served,casual drinker
135071,U1015,0,Full_Bar,social drinker
132733,U1123,1,No_Alcohol_Served,abstemious
132608,U1123,1,No_Alcohol_Served,abstemious
135104,U1123,2,Full_Bar,abstemious
132584,U1123,1,No_Alcohol_Served,abstemious
132667,U1123,1,No_Alcohol_Served,abstemious
132740,U1123,1,No_Alcohol_Served,abstemious
132613,U1123,1,No_Alcohol_Served,abstemious
132594,U1123,1,No_Alcohol_Served,abstemious
132740,U1021,2,No_Alcohol_Served,social drinker
132626,U1026,2,No_Alcohol_Served,abstemious
132668,U1021,2,No_Alcohol_Served,social drinker
132715,U1021,2,No_Alcohol_Served,social drinker
134987,U1044,0,Wine-Beer,social drinker
135034,U1083,2,No_Alcohol_Served,abstemious
132723,U1083,1,Full_Bar,abstemious
135046,U1083,2,No_Alcohol_Served,abstemious
135075,U1108,2,No_Alcohol_Served,abstemious
132572,U1108,1,No_Alcohol_Served,abstemious
135074,U1108,2,Wine-Beer,abstemious
135028,U1108,1,Wine-Beer,abstemious
135085,U1108,1,No_Alcohol_Served,abstemious
135032,U1108,2,Wine-Beer,abstemious
135086,U1108,1,No_Alcohol_Served,abstemious
132723,U1108,2,Full_Bar,abstemious
135046,U1108,1,No_Alcohol_Served,abstemious
135058,U1108,1,No_Alcohol_Served,abstemious
135001,U1012,1,Wine-Beer,casual drinker
134983,U1012,2,Full_Bar,casual drinker
134996,U1012,2,Wine-Beer,casual drinker
135019,U1093,2,No_Alcohol_Served,casual drinker
134996,U1093,2,Wine-Beer,casual drinker
135001,U1093,2,Wine-Beer,casual drinker
134976,U1093,2,No_Alcohol_Served,casual drinker
134999,U1093,2,No_Alcohol_Served,casual drinker
135018,U1030,2,Full_Bar,casual drinker
135013,U1093,2,No_Alcohol_Served,casual drinker
134986,U1030,2,Wine-Beer,casual drinker
134986,U1012,2,Wine-Beer,casual drinker
135018,U1012,2,Full_Bar,casual drinker
135088,U1030,1,No_Alcohol_Served,casual drinker
132767,U1093,2,Wine-Beer,casual drinker
135016,U1030,0,No_Alcohol_Served,casual drinker
135011,U1093,1,No_Alcohol_Served,casual drinker
132767,U1030,0,Wine-Beer,casual drinker
135019,U1030,0,No_Alcohol_Served,casual drinker
135109,U1030,0,Wine-Beer,casual drinker
134996,U1030,0,Wine-Beer,casual drinker
135011,U1066,1,No_Alcohol_Served,abstemious
134999,U1066,1,No_Alcohol_Served,abstemious
134975,U1127,2,Full_Bar,abstemious
135021,U1127,2,No_Alcohol_Served,abstemious
134987,U1127,2,Wine-Beer,abstemious
134996,U1127,2,Wine-Beer,abstemious
132768,U1017,1,No_Alcohol_Served,casual drinker
135019,U1066,2,No_Alcohol_Served,abstemious
134975,U1017,2,Full_Bar,casual drinker
134983,U1017,0,Full_Bar,casual drinker
132767,U1066,1,Wine-Beer,abstemious
135021,U1100,2,No_Alcohol_Served,casual drinker
134996,U1100,2,Wine-Beer,casual drinker
135013,U1066,1,No_Alcohol_Served,abstemious
135000,U1100,2,No_Alcohol_Served,casual drinker
135001,U1100,2,Wine-Beer,casual drinker
132768,U1100,2,No_Alcohol_Served,casual drinker
134976,U1100,2,No_Alcohol_Served,casual drinker
134983,U1133,1,Full_Bar,abstemious
134986,U1133,2,Wine-Beer,abstemious
132766,U1133,1,Wine-Beer,abstemious
132767,U1133,0,Wine-Beer,abstemious
135021,U1133,2,No_Alcohol_Served,abstemious
135001,U1133,2,Wine-Beer,abstemious
134975,U1133,1,Full_Bar,abstemious
134992,U1133,1,Wine-Beer,abstemious
135019,U1133,1,No_Alcohol_Served,abstemious
134987,U1118,0,Wine-Beer,casual drinker
135016,U1072,1,No_Alcohol_Served,casual drinker
132773,U1072,2,Wine-Beer,casual drinker
135088,U1072,0,No_Alcohol_Served,casual drinker
132561,U1026,1,No_Alcohol_Served,abstemious
132706,U1026,0,No_Alcohol_Served,abstemious
132654,U1026,0,No_Alcohol_Served,abstemious
132665,U1026,2,No_Alcohol_Served,abstemious
132740,U1023,0,No_Alcohol_Served,casual drinker
132733,U1023,2,No_Alcohol_Served,casual drinker
132668,U1080,1,No_Alcohol_Served,social drinker
132660,U1080,2,No_Alcohol_Served,social drinker
132733,U1080,1,No_Alcohol_Served,social drinker
132608,U1080,2,No_Alcohol_Served,social drinker
132660,U1063,2,No_Alcohol_Served,casual drinker
132584,U1063,2,No_Alcohol_Served,casual drinker
132609,U1063,1,No_Alcohol_Served,casual drinker
135104,U1063,1,Full_Bar,casual drinker
132667,U1063,1,No_Alcohol_Served,casual drinker
132564,U1080,1,No_Alcohol_Served,social drinker
132715,U1080,1,No_Alcohol_Served,social drinker
132732,U1082,0,No_Alcohol_Served,abstemious
132733,U1082,0,No_Alcohol_Served,abstemious
135011,U1074,2,No_Alcohol_Served,casual drinker
134987,U1074,2,Wine-Beer,casual drinker
134976,U1074,2,No_Alcohol_Served,casual drinker
135018,U1117,1,Full_Bar,abstemious
132766,U1117,0,Wine-Beer,abstemious
135088,U1117,1,No_Alcohol_Served,abstemious
135016,U1117,2,No_Alcohol_Served,abstemious
132773,U1117,1,Wine-Beer,abstemious
135000,U1117,1,No_Alcohol_Served,abstemious
132583,U1118,0,No_Alcohol_Served,casual drinker
132768,U1118,0,No_Alcohol_Served,casual drinker
135021,U1118,2,No_Alcohol_Served,casual drinker
134983,U1118,0,Full_Bar,casual drinker
135001,U1118,0,Wine-Beer,casual drinker
134992,U1118,0,Wine-Beer,casual drinker
135088,U1020,1,No_Alcohol_Served,abstemious
132768,U1020,2,No_Alcohol_Served,abstemious
134996,U1020,1,Wine-Beer,abstemious
135109,U1020,2,Wine-Beer,abstemious
135088,U1051,1,No_Alcohol_Served,casual drinker
135109,U1051,1,Wine-Beer,casual drinker
132768,U1051,1,No_Alcohol_Served,casual drinker
135051,U1055,1,No_Alcohol_Served,abstemious
135075,U1055,2,No_Alcohol_Served,abstemious
132572,U1055,2,No_Alcohol_Served,abstemious
135028,U1055,2,Wine-Beer,abstemious
135025,U1055,2,No_Alcohol_Served,abstemious
132572,U1083,2,No_Alcohol_Served,abstemious
135049,U1083,0,No_Alcohol_Served,abstemious
135106,U1055,2,Wine-Beer,abstemious
135072,U1083,1,No_Alcohol_Served,abstemious
135074,U1083,2,Wine-Beer,abstemious
132755,U1083,2,No_Alcohol_Served,abstemious
135044,U1083,1,No_Alcohol_Served,abstemious
135048,U1055,2,Wine-Beer,abstemious
135047,U1055,2,Wine-Beer,abstemious
132754,U1055,2,No_Alcohol_Served,abstemious
132825,U1055,2,No_Alcohol_Served,abstemious
135076,U1053,1,Wine-Beer,casual drinker
135032,U1053,2,Wine-Beer,casual drinker
132825,U1053,1,No_Alcohol_Served,casual drinker
135063,U1053,2,No_Alcohol_Served,casual drinker
135018,U1035,1,Full_Bar,casual drinker
132773,U1035,2,Wine-Beer,casual drinker
135042,U1053,2,No_Alcohol_Served,casual drinker
135053,U1053,2,No_Alcohol_Served,casual drinker
132754,U1053,1,No_Alcohol_Served,casual drinker
132583,U1035,1,No_Alcohol_Served,casual drinker
135081,U1053,2,No_Alcohol_Served,casual drinker
135025,U1053,2,No_Alcohol_Served,casual drinker
135038,U1053,2,No_Alcohol_Served,casual drinker
135060,U1053,2,No_Alcohol_Served,casual drinker
135062,U1053,2,No_Alcohol_Served,casual drinker
135047,U1053,2,Wine-Beer,casual drinker
135042,U1064,1,No_Alcohol_Served,casual drinker
135069,U1081,1,Wine-Beer,casual drinker
135057,U1064,1,Wine-Beer,casual drinker
135076,U1081,1,Wine-Beer,casual drinker
135043,U1081,0,No_Alcohol_Served,casual drinker
135069,U1064,0,Wine-Beer,casual drinker
135039,U1081,0,No_Alcohol_Served,casual drinker
135060,U1064,1,No_Alcohol_Served,casual drinker
135052,U1064,2,Full_Bar,casual drinker
132825,U1081,1,No_Alcohol_Served,casual drinker
135032,U1081,0,Wine-Beer,casual drinker
135028,U1081,1,Wine-Beer,casual drinker
135085,U1081,1,No_Alcohol_Served,casual drinker
135052,U1081,0,Full_Bar,casual drinker
135030,U1081,1,No_Alcohol_Served,casual drinker
135027,U1081,0,Wine-Beer,casual drinker
132830,U1001,1,No_Alcohol_Served,abstemious
132825,U1001,2,No_Alcohol_Served,abstemious
135076,U1014,1,Wine-Beer,abstemious
132830,U1088,0,No_Alcohol_Served,social drinker
135108,U1088,2,No_Alcohol_Served,social drinker
135069,U1014,1,Wine-Beer,abstemious
135050,U1014,2,Wine-Beer,abstemious
135057,U1088,1,Wine-Beer,social drinker
135081,U1014,2,No_Alcohol_Served,abstemious
135057,U1014,1,Wine-Beer,abstemious
135070,U1014,2,No_Alcohol_Served,abstemious
135041,U1088,2,Wine-Beer,social drinker
135069,U1088,1,Wine-Beer,social drinker
135082,U1088,2,No_Alcohol_Served,social drinker
135043,U1014,1,No_Alcohol_Served,abstemious
135042,U1014,1,No_Alcohol_Served,abstemious
135071,U1088,0,Full_Bar,social drinker
135054,U1088,2,No_Alcohol_Served,social drinker
135070,U1088,2,No_Alcohol_Served,social drinker
135066,U1014,2,Wine-Beer,abstemious
135032,U1088,2,Wine-Beer,social drinker
135081,U1088,1,No_Alcohol_Served,social drinker
135051,U1088,2,No_Alcohol_Served,social drinker
132830,U1014,2,No_Alcohol_Served,abstemious
135082,U1014,0,No_Alcohol_Served,abstemious
135066,U1056,2,Wine-Beer,social drinker
135050,U1056,0,Wine-Beer,social drinker
135076,U1056,2,Wine-Beer,social drinker
135081,U1056,2,No_Alcohol_Served,social drinker
135062,U1056,2,No_Alcohol_Served,social drinker
135027,U1056,2,Wine-Beer,social drinker
135085,U1056,2,No_Alcohol_Served,social drinker
135052,U1056,2,Full_Bar,social drinker
132825,U1056,2,No_Alcohol_Served,social drinker
135051,U1056,2,No_Alcohol_Served,social drinker
135047,U1134,1,Wine-Beer,casual drinker
135026,U1134,0,Full_Bar,casual drinker
135044,U1134,1,No_Alcohol_Served,casual drinker
132825,U1134,1,No_Alcohol_Served,casual drinker
135059,U1134,2,Wine-Beer,casual drinker
135065,U1134,2,Wine-Beer,casual drinker
135046,U1134,2,No_Alcohol_Served,casual drinker
135085,U1134,2,No_Alcohol_Served,casual drinker
135079,U1134,1,No_Alcohol_Served,casual drinker
135055,U1134,2,No_Alcohol_Served,casual drinker
132754,U1134,2,No_Alcohol_Served,casual drinker
132572,U1134,0,No_Alcohol_Served,casual drinker
135075,U1134,2,No_Alcohol_Served,casual drinker
135080,U1134,1,No_Alcohol_Served,casual drinker
135064,U1134,2,No_Alcohol_Served,casual drinker
135074,U1134,2,Wine-Beer,casual drinker
135041,U1106,1,Wine-Beer,casual drinker
135069,U1126,0,Wine-Beer,casual drinker
135032,U1106,0,Wine-Beer,casual drinker
135057,U1126,2,Wine-Beer,casual drinker
132830,U1126,0,No_Alcohol_Served,casual drinker
135028,U1106,2,Wine-Beer,casual drinker
135040,U1126,0,Wine-Beer,casual drinker
135106,U1126,2,Wine-Beer,casual drinker
135052,U1126,2,Full_Bar,casual drinker
135041,U1126,2,Wine-Beer,casual drinker
135038,U1126,1,No_Alcohol_Served,casual drinker
135054,U1126,1,No_Alcohol_Served,casual drinker
135108,U1126,2,No_Alcohol_Served,casual drinker
134986,U1044,2,Wine-Beer,social drinker
135054,U1124,1,No_Alcohol_Served,casual drinker
132768,U1044,2,No_Alcohol_Served,social drinker
135108,U1124,1,No_Alcohol_Served,casual drinker
135032,U1124,1,Wine-Beer,casual drinker
135071,U1124,1,Full_Bar,casual drinker
135070,U1124,1,No_Alcohol_Served,casual drinker
135069,U1124,1,Wine-Beer,casual drinker
135081,U1124,1,No_Alcohol_Served,casual drinker
135057,U1124,1,Wine-Beer,casual drinker
135039,U1124,1,No_Alcohol_Served,casual drinker
135050,U1124,0,Wine-Beer,casual drinker
135043,U1018,0,No_Alcohol_Served,casual drinker
135043,U1125,1,No_Alcohol_Served,casual drinker
135081,U1125,0,No_Alcohol_Served,casual drinker
135076,U1125,1,Wine-Beer,casual drinker
135082,U1018,2,No_Alcohol_Served,casual drinker
135050,U1125,2,Wine-Beer,casual drinker
135066,U1125,1,Wine-Beer,casual drinker
135032,U1125,1,Wine-Beer,casual drinker
134986,U1119,2,Wine-Beer,abstemious
135021,U1119,0,No_Alcohol_Served,abstemious
135001,U1119,2,Wine-Beer,abstemious
135042,U1125,1,No_Alcohol_Served,casual drinker
132583,U1119,2,No_Alcohol_Served,abstemious
135063,U1125,1,No_Alcohol_Served,casual drinker
132768,U1119,2,No_Alcohol_Served,abstemious
135060,U1125,1,No_Alcohol_Served,casual drinker
135038,U1125,2,No_Alcohol_Served,casual drinker
135062,U1125,1,No_Alcohol_Served,casual drinker
135081,U1018,1,No_Alcohol_Served,casual drinker
135057,U1018,1,Wine-Beer,casual drinker
135066,U1018,1,Wine-Beer,casual drinker
135032,U1018,1,Wine-Beer,casual drinker
135062,U1018,0,No_Alcohol_Served,casual drinker
135025,U1018,1,No_Alcohol_Served,casual drinker
135069,U1018,0,Wine-Beer,casual drinker
135108,U1018,1,No_Alcohol_Served,casual drinker
135039,U1076,2,No_Alcohol_Served,social drinker
135038,U1076,1,No_Alcohol_Served,social drinker
135027,U1076,0,Wine-Beer,social drinker
135042,U1076,2,No_Alcohol_Served,social drinker
135040,U1022,0,Wine-Beer,casual drinker
135073,U1076,2,Wine-Beer,social drinker
135033,U1022,1,No_Alcohol_Served,casual drinker
135025,U1022,0,No_Alcohol_Served,casual drinker
135032,U1022,1,Wine-Beer,casual drinker
135057,U1022,2,Wine-Beer,casual drinker
135060,U1022,1,No_Alcohol_Served,casual drinker
135052,U1022,2,Full_Bar,casual drinker
135038,U1022,2,No_Alcohol_Served,casual drinker
135081,U1022,0,No_Alcohol_Served,casual drinker
135045,U1022,2,Wine-Beer,casual drinker
135051,U1022,2,No_Alcohol_Served,casual drinker
135073,U1022,2,Wine-Beer,casual drinker
135062,U1022,1,No_Alcohol_Served,casual drinker
135063,U1022,2,No_Alcohol_Served,casual drinker
135054,U1094,0,No_Alcohol_Served,abstemious
135082,U1094,0,No_Alcohol_Served,abstemious
135057,U1094,0,Wine-Beer,abstemious
135071,U1094,0,Full_Bar,abstemious
132830,U1094,0,No_Alcohol_Served,abstemious
135070,U1094,0,No_Alcohol_Served,abstemious
135108,U1094,0,No_Alcohol_Served,abstemious
135069,U1094,0,Wine-Beer,abstemious
135047,U1116,2,Wine-Beer,social drinker
135060,U1116,0,No_Alcohol_Served,social drinker
135038,U1116,2,No_Alcohol_Served,social drinker
135085,U1116,2,No_Alcohol_Served,social drinker
135052,U1116,2,Full_Bar,social drinker
135025,U1116,2,No_Alcohol_Served,social drinker
135059,U1116,0,Wine-Beer,social drinker
135027,U1116,0,Wine-Beer,social drinker
132825,U1116,2,No_Alcohol_Served,social drinker
135030,U1116,1,No_Alcohol_Served,social drinker
132834,U1116,2,No_Alcohol_Served,social drinker
135057,U1105,0,Wine-Beer,social drinker
135069,U1105,0,Wine-Beer,social drinker
132830,U1105,0,No_Alcohol_Served,social drinker
135040,U1105,0,Wine-Beer,social drinker
135033,U1105,0,No_Alcohol_Served,social drinker
135054,U1105,0,No_Alcohol_Served,social drinker
135039,U1105,0,No_Alcohol_Served,social drinker
135052,U1105,0,Full_Bar,social drinker
135081,U1075,1,No_Alcohol_Served,casual drinker
135066,U1075,2,Wine-Beer,casual drinker
135050,U1075,2,Wine-Beer,casual drinker
135108,U1007,1,No_Alcohol_Served,casual drinker
135076,U1075,2,Wine-Beer,casual drinker
135057,U1007,1,Wine-Beer,casual drinker
135032,U1075,1,Wine-Beer,casual drinker
132834,U1075,1,No_Alcohol_Served,casual drinker
135057,U1075,2,Wine-Beer,casual drinker
132830,U1075,1,No_Alcohol_Served,casual drinker
135062,U1075,1,No_Alcohol_Served,casual drinker
135039,U1075,2,No_Alcohol_Served,casual drinker
135051,U1075,1,No_Alcohol_Served,casual drinker
135041,U1075,1,Wine-Beer,casual drinker
135057,U1115,2,Wine-Beer,social drinker
135082,U1115,2,No_Alcohol_Served,social drinker
135054,U1115,0,No_Alcohol_Served,social drinker
135108,U1115,1,No_Alcohol_Served,social drinker
135069,U1115,1,Wine-Beer,social drinker
132830,U1115,2,No_Alcohol_Served,social drinker
135070,U1115,1,No_Alcohol_Served,social drinker
135071,U1115,2,Full_Bar,social drinker
135000,U1072,0,No_Alcohol_Served,casual drinker
132834,U1024,1,No_Alcohol_Served,abstemious
135106,U1024,1,Wine-Beer,abstemious
